#score	name1	strand1	size1	zstart1	end1	name2	strand2	size2	zstart2	end2	identity	idPct	coverage	covPct
4.059000e+04	chr22	+	51304566	50990799	50994998	chr22-30240001-30250000	-	10000	4577	10000	2576/3866	66.6%	5423/10000	54.2%
8.994490e+05	chr22	+	51304566	31950779	31960688	chr22-30250001-30260000	+	10000	0	10000	9711/9870	98.4%	10000/10000	100.0%
9.100280e+05	chr22	+	51304566	31960688	31970693	chr22-30260001-30270000	+	10000	0	10000	9818/9958	98.6%	10000/10000	100.0%
3.658000e+04	chr22	+	51304566	41093689	41098359	chr22-30260001-30270000	-	10000	0	5038	2707/4181	64.7%	5038/10000	50.4%
9.178810e+05	chr22	+	51304566	31970693	31980667	chr22-30270001-30280000	+	10000	0	10000	9826/9948	98.8%	10000/10000	100.0%
4.646990e+05	chr22	+	51304566	31980667	31985771	chr22-30280001-30290000	+	10000	0	5187	5025/5076	99.0%	5187/10000	51.9%
9.326840e+05	chr22	+	51304566	31995081	32005093	chr22-30290001-30300000	+	10000	0	10000	9896/9982	99.1%	10000/10000	100.0%
9.298450e+05	chr22	+	51304566	32005093	32015033	chr22-30300001-30310000	+	10000	0	10000	9803/9926	98.8%	10000/10000	100.0%
9.361590e+05	chr22	+	51304566	32015033	32025038	chr22-30310001-30320000	+	10000	0	10000	9862/9975	98.9%	10000/10000	100.0%
9.116120e+05	chr22	+	51304566	32025038	32035029	chr22-30320001-30330000	+	10000	0	10000	9752/9905	98.5%	10000/10000	100.0%
9.960700e+04	chr22	+	51304566	20445521	20449985	chr22-30330001-30340000	+	10000	1526	6912	2897/3933	73.7%	5386/10000	53.9%
3.644200e+04	chr22	+	51304566	21247670	21252042	chr22-30330001-30340000	+	10000	1458	6533	2585/3981	64.9%	5075/10000	50.8%
9.467200e+04	chr22	+	51304566	21247755	21252580	chr22-30330001-30340000	+	10000	1146	6315	3020/4302	70.2%	5169/10000	51.7%
7.158100e+04	chr22	+	51304566	21253136	21258761	chr22-30330001-30340000	+	10000	0	5789	3229/4649	69.5%	5789/10000	57.9%
1.016360e+05	chr22	+	51304566	21889462	21893928	chr22-30330001-30340000	+	10000	1523	6912	2901/3910	74.2%	5389/10000	53.9%
4.356000e+04	chr22	+	51304566	21889471	21894229	chr22-30330001-30340000	+	10000	1149	6314	2682/3966	67.6%	5165/10000	51.6%
1.027350e+05	chr22	+	51304566	21909064	21913716	chr22-30330001-30340000	+	10000	1533	6565	2904/4067	71.4%	5032/10000	50.3%
7.843200e+04	chr22	+	51304566	24204727	24209689	chr22-30330001-30340000	+	10000	0	5182	2947/4267	69.1%	5182/10000	51.8%
1.085060e+05	chr22	+	51304566	29116010	29122208	chr22-30330001-30340000	+	10000	0	6510	3781/5286	71.5%	6510/10000	65.1%
6.411900e+04	chr22	+	51304566	29233460	29238822	chr22-30330001-30340000	+	10000	1552	6914	3012/4332	69.5%	5362/10000	53.6%
6.959000e+04	chr22	+	51304566	29981750	29986362	chr22-30330001-30340000	+	10000	1526	6897	2838/4135	68.6%	5371/10000	53.7%
1.086600e+05	chr22	+	51304566	31809650	31816013	chr22-30330001-30340000	+	10000	0	6478	3790/5497	68.9%	6478/10000	64.8%
7.937230e+05	chr22	+	51304566	32036566	32045332	chr22-30330001-30340000	+	10000	1149	10000	8576/8739	98.1%	8851/10000	88.5%
8.979000e+04	chr22	+	51304566	32058979	32065250	chr22-30330001-30340000	+	10000	1527	6896	3366/4867	69.2%	5369/10000	53.7%
8.247300e+04	chr22	+	51304566	32070443	32076988	chr22-30330001-30340000	+	10000	0	6525	3710/5417	68.5%	6525/10000	65.2%
1.009070e+05	chr22	+	51304566	36833405	36838568	chr22-30330001-30340000	+	10000	1149	6512	3127/4360	71.7%	5363/10000	53.6%
1.205730e+05	chr22	+	51304566	37990988	37997074	chr22-30330001-30340000	+	10000	1146	6897	3562/4998	71.3%	5751/10000	57.5%
1.154950e+05	chr22	+	51304566	39056729	39062142	chr22-30330001-30340000	+	10000	1137	6314	3192/4489	71.1%	5177/10000	51.8%
1.065050e+05	chr22	+	51304566	39834700	39840163	chr22-30330001-30340000	+	10000	0	5200	3253/4516	72.0%	5200/10000	52.0%
5.031200e+04	chr22	+	51304566	40748472	40753563	chr22-30330001-30340000	+	10000	0	5184	2884/4400	65.5%	5184/10000	51.8%
7.187700e+04	chr22	+	51304566	41311055	41316391	chr22-30330001-30340000	+	10000	1149	6511	3083/4532	68.0%	5362/10000	53.6%
7.161200e+04	chr22	+	51304566	41432330	41437829	chr22-30330001-30340000	+	10000	1152	6313	3070/4549	67.5%	5161/10000	51.6%
7.856800e+04	chr22	+	51304566	41433762	41438275	chr22-30330001-30340000	+	10000	1149	6314	2857/4013	71.2%	5165/10000	51.6%
4.682000e+04	chr22	+	51304566	41850606	41855174	chr22-30330001-30340000	+	10000	1142	6314	2688/3974	67.6%	5172/10000	51.7%
7.860800e+04	chr22	+	51304566	42019101	42024488	chr22-30330001-30340000	+	10000	1149	6962	3230/4686	68.9%	5813/10000	58.1%
1.040390e+05	chr22	+	51304566	42151994	42157646	chr22-30330001-30340000	+	10000	0	6349	3578/5181	69.1%	6349/10000	63.5%
7.038800e+04	chr22	+	51304566	42849359	42854749	chr22-30330001-30340000	+	10000	1144	6314	3059/4601	66.5%	5170/10000	51.7%
9.724000e+04	chr22	+	51304566	42939302	42944910	chr22-30330001-30340000	+	10000	1145	6901	3276/4500	72.8%	5756/10000	57.6%
9.314100e+04	chr22	+	51304566	50814269	50820892	chr22-30330001-30340000	+	10000	1149	6914	3567/5314	67.1%	5765/10000	57.6%
9.360600e+04	chr22	+	51304566	17755526	17761305	chr22-30330001-30340000	-	10000	3103	8848	3346/4791	69.8%	5745/10000	57.5%
1.041890e+05	chr22	+	51304566	17821184	17826480	chr22-30330001-30340000	-	10000	3686	8851	3167/4562	69.4%	5165/10000	51.6%
7.780300e+04	chr22	+	51304566	18133749	18139018	chr22-30330001-30340000	-	10000	3479	8846	3023/4464	67.7%	5367/10000	53.7%
8.440200e+04	chr22	+	51304566	18136838	18142143	chr22-30330001-30340000	-	10000	3069	8847	3165/4441	71.3%	5778/10000	57.8%
1.105080e+05	chr22	+	51304566	18168172	18173102	chr22-30330001-30340000	-	10000	3819	8844	3099/4248	73.0%	5025/10000	50.2%
9.022300e+04	chr22	+	51304566	19143590	19148475	chr22-30330001-30340000	-	10000	3476	8839	3016/4279	70.5%	5363/10000	53.6%
6.212100e+04	chr22	+	51304566	19148831	19153601	chr22-30330001-30340000	-	10000	4802	10000	2842/4324	65.7%	5198/10000	52.0%
6.798500e+04	chr22	+	51304566	21251492	21256288	chr22-30330001-30340000	-	10000	4782	10000	2877/4213	68.3%	5218/10000	52.2%
9.276000e+04	chr22	+	51304566	21264771	21269709	chr22-30330001-30340000	-	10000	4824	9876	2954/4252	69.5%	5052/10000	50.5%
9.587700e+04	chr22	+	51304566	21265046	21270495	chr22-30330001-30340000	-	10000	4801	10000	3137/4485	69.9%	5199/10000	52.0%
4.304200e+04	chr22	+	51304566	21749208	21753970	chr22-30330001-30340000	-	10000	3686	8851	2687/3977	67.6%	5165/10000	51.6%
1.004910e+05	chr22	+	51304566	21749509	21753976	chr22-30330001-30340000	-	10000	3088	8473	2913/3944	73.9%	5385/10000	53.9%
8.161700e+04	chr22	+	51304566	21762015	21767685	chr22-30330001-30340000	-	10000	4244	10000	3319/4934	67.3%	5756/10000	57.6%
1.120640e+05	chr22	+	51304566	21764557	21769756	chr22-30330001-30340000	-	10000	3456	8491	3149/4348	72.4%	5035/10000	50.4%
8.105700e+04	chr22	+	51304566	22075243	22080297	chr22-30330001-30340000	-	10000	3080	8843	3127/4420	70.7%	5763/10000	57.6%
7.187500e+04	chr22	+	51304566	22591880	22596908	chr22-30330001-30340000	-	10000	4790	10000	2942/4291	68.6%	5210/10000	52.1%
6.461600e+04	chr22	+	51304566	24060718	24065427	chr22-30330001-30340000	-	10000	4804	10000	2817/4168	67.6%	5196/10000	52.0%
9.909100e+04	chr22	+	51304566	26912803	26917556	chr22-30330001-30340000	-	10000	3097	8477	3037/4208	72.2%	5380/10000	53.8%
7.935800e+04	chr22	+	51304566	29243560	29248799	chr22-30330001-30340000	-	10000	3106	8850	3114/4552	68.4%	5744/10000	57.4%
5.446300e+04	chr22	+	51304566	29252609	29258400	chr22-30330001-30340000	-	10000	3819	10000	3328/5029	66.2%	6181/10000	61.8%
7.508400e+04	chr22	+	51304566	29272076	29276843	chr22-30330001-30340000	-	10000	3103	8462	2914/4352	67.0%	5359/10000	53.6%
6.276100e+04	chr22	+	51304566	29987584	29992400	chr22-30330001-30340000	-	10000	3687	10000	3045/4254	71.6%	6313/10000	63.1%
8.332300e+04	chr22	+	51304566	31081760	31088249	chr22-30330001-30340000	-	10000	3100	10000	3766/5564	67.7%	6900/10000	69.0%
7.661100e+04	chr22	+	51304566	31424863	31429744	chr22-30330001-30340000	-	10000	4804	10000	2980/4246	70.2%	5196/10000	52.0%
6.791500e+04	chr22	+	51304566	31748399	31753330	chr22-30330001-30340000	-	10000	3484	8850	2945/4394	67.0%	5366/10000	53.7%
1.019120e+05	chr22	+	51304566	31750303	31754704	chr22-30330001-30340000	-	10000	4821	10000	2860/3902	73.3%	5179/10000	51.8%
7.724400e+04	chr22	+	51304566	31775389	31779706	chr22-30330001-30340000	-	10000	3445	8509	2773/3913	70.9%	5064/10000	50.6%
8.676000e+04	chr22	+	51304566	31800759	31806457	chr22-30330001-30340000	-	10000	3086	8849	3375/5001	67.5%	5763/10000	57.6%
9.274000e+04	chr22	+	51304566	31906014	31910511	chr22-30330001-30340000	-	10000	3830	8851	2871/3998	71.8%	5021/10000	50.2%
6.661000e+04	chr22	+	51304566	31940491	31945415	chr22-30330001-30340000	-	10000	4858	10000	2902/4319	67.2%	5142/10000	51.4%
7.123800e+04	chr22	+	51304566	31941013	31945510	chr22-30330001-30340000	-	10000	4776	10000	2778/3869	71.8%	5224/10000	52.2%
1.451610e+05	chr22	+	51304566	32102382	32107782	chr22-30330001-30340000	-	10000	3452	8851	3460/4756	72.8%	5399/10000	54.0%
7.915900e+04	chr22	+	51304566	32154716	32158882	chr22-30330001-30340000	-	10000	4831	10000	2711/3822	70.9%	5169/10000	51.7%
9.008500e+04	chr22	+	51304566	32155667	32162025	chr22-30330001-30340000	-	10000	3100	8848	3501/5080	68.9%	5748/10000	57.5%
9.336600e+04	chr22	+	51304566	32169351	32174506	chr22-30330001-30340000	-	10000	3098	8488	3122/4454	70.1%	5390/10000	53.9%
1.122350e+05	chr22	+	51304566	36810455	36816209	chr22-30330001-30340000	-	10000	4225	10000	3484/4946	70.4%	5775/10000	57.8%
5.835200e+04	chr22	+	51304566	39558441	39564163	chr22-30330001-30340000	-	10000	3686	10000	3274/4851	67.5%	6314/10000	63.1%
7.523200e+04	chr22	+	51304566	41398135	41402754	chr22-30330001-30340000	-	10000	3493	8841	2888/4174	69.2%	5348/10000	53.5%
6.677800e+04	chr22	+	51304566	41429349	41434808	chr22-30330001-30340000	-	10000	3462	10000	3359/4989	67.3%	6538/10000	65.4%
1.083390e+05	chr22	+	51304566	41604285	41609241	chr22-30330001-30340000	-	10000	3086	8467	3165/4421	71.6%	5381/10000	53.8%
1.033040e+05	chr22	+	51304566	41709274	41715541	chr22-30330001-30340000	-	10000	3086	10000	3797/5344	71.1%	6914/10000	69.1%
8.721700e+04	chr22	+	51304566	41783987	41789937	chr22-30330001-30340000	-	10000	3475	10000	3580/5273	67.9%	6525/10000	65.2%
9.156300e+04	chr22	+	51304566	41801319	41805789	chr22-30330001-30340000	-	10000	4823	10000	2891/3978	72.7%	5177/10000	51.8%
8.966600e+04	chr22	+	51304566	41816669	41821908	chr22-30330001-30340000	-	10000	3455	8599	3060/4457	68.7%	5144/10000	51.4%
1.085690e+05	chr22	+	51304566	43174764	43180605	chr22-30330001-30340000	-	10000	3494	10000	3688/5176	71.3%	6506/10000	65.1%
8.415300e+04	chr22	+	51304566	45182608	45187755	chr22-30330001-30340000	-	10000	4819	10000	3055/4479	68.2%	5181/10000	51.8%
8.600500e+04	chr22	+	51304566	50808089	50813380	chr22-30330001-30340000	-	10000	3089	8492	3123/4596	68.0%	5403/10000	54.0%
6.685100e+04	chr22	+	51304566	23512007	23516242	chr22-30340001-30350000	+	10000	3432	8520	2706/3864	70.0%	5088/10000	50.9%
9.220770e+05	chr22	+	51304566	32045332	32055332	chr22-30340001-30350000	+	10000	0	10000	9838/9969	98.7%	10000/10000	100.0%
5.574000e+04	chr22	+	51304566	17820820	17826009	chr22-30340001-30350000	-	10000	1869	7188	2922/4485	65.2%	5319/10000	53.2%
5.188340e+05	chr22	+	51304566	32055332	32061088	chr22-30350001-30360000	+	10000	0	5858	5631/5741	98.1%	5858/10000	58.6%
9.053800e+04	chr22	+	51304566	17821193	17826094	chr22-30390001-30400000	+	10000	3403	8490	2934/4210	69.7%	5087/10000	50.9%
1.453590e+05	chr22	+	51304566	20448466	20454466	chr22-30390001-30400000	+	10000	2021	8490	3824/5420	70.6%	6469/10000	64.7%
1.429700e+05	chr22	+	51304566	21764900	21770224	chr22-30390001-30400000	+	10000	2037	7521	3417/4626	73.9%	5484/10000	54.8%
1.457290e+05	chr22	+	51304566	21892406	21898428	chr22-30390001-30400000	+	10000	2002	8490	3830/5398	71.0%	6488/10000	64.9%
4.331530e+05	chr22	+	51304566	32102760	32107704	chr22-30390001-30400000	+	10000	3401	8490	4770/4883	97.7%	5089/10000	50.9%
6.866200e+04	chr22	+	51304566	32137530	32143398	chr22-30390001-30400000	+	10000	0	5894	3360/5030	66.8%	5894/10000	58.9%
8.562700e+04	chr22	+	51304566	32168780	32173245	chr22-30390001-30400000	+	10000	2450	7521	2765/3882	71.2%	5071/10000	50.7%
1.053250e+05	chr22	+	51304566	36809799	36814714	chr22-30390001-30400000	+	10000	3401	8490	3053/4365	69.9%	5089/10000	50.9%
6.042500e+04	chr22	+	51304566	41125857	41130553	chr22-30390001-30400000	+	10000	3401	8490	2747/4070	67.5%	5089/10000	50.9%
7.898800e+04	chr22	+	51304566	41462280	41467500	chr22-30390001-30400000	+	10000	2439	7521	2954/4265	69.3%	5082/10000	50.8%
8.427300e+04	chr22	+	51304566	42128778	42134900	chr22-30390001-30400000	+	10000	2432	8485	3467/5009	69.2%	6053/10000	60.5%
7.805700e+04	chr22	+	51304566	43451337	43456044	chr22-30390001-30400000	+	10000	2437	7583	2839/4106	69.1%	5146/10000	51.5%
1.121830e+05	chr22	+	51304566	17839966	17845252	chr22-30390001-30400000	-	10000	1596	7566	3330/4650	71.6%	5970/10000	59.7%
1.036580e+05	chr22	+	51304566	18022904	18027211	chr22-30390001-30400000	-	10000	1510	6599	2831/3871	73.1%	5089/10000	50.9%
7.853400e+04	chr22	+	51304566	18064849	18069510	chr22-30390001-30400000	-	10000	2472	7511	2835/4068	69.7%	5039/10000	50.4%
9.065500e+04	chr22	+	51304566	18105448	18111033	chr22-30390001-30400000	-	10000	2478	7965	3199/4520	70.8%	5487/10000	54.9%
1.445860e+05	chr22	+	51304566	20429262	20434588	chr22-30390001-30400000	-	10000	2479	7963	3400/4534	75.0%	5484/10000	54.8%
5.666900e+04	chr22	+	51304566	20463949	20468383	chr22-30390001-30400000	-	10000	2965	8056	2648/3865	68.5%	5091/10000	50.9%
8.576600e+04	chr22	+	51304566	21244756	21248872	chr22-30390001-30400000	-	10000	2472	7566	2701/3783	71.4%	5094/10000	50.9%
1.459750e+05	chr22	+	51304566	21744983	21751046	chr22-30390001-30400000	-	10000	1510	7998	3841/5438	70.6%	6488/10000	64.9%
1.436750e+05	chr22	+	51304566	21873241	21878564	chr22-30390001-30400000	-	10000	2479	7963	3402/4532	75.1%	5484/10000	54.8%
7.390700e+04	chr22	+	51304566	22222743	22227544	chr22-30390001-30400000	-	10000	2462	7565	2831/4115	68.8%	5103/10000	51.0%
1.034500e+05	chr22	+	51304566	30008079	30013210	chr22-30390001-30400000	-	10000	1510	6599	3079/4396	70.0%	5089/10000	50.9%
8.461400e+04	chr22	+	51304566	31187053	31191187	chr22-30390001-30400000	-	10000	1510	6596	2722/3779	72.0%	5086/10000	50.9%
8.915800e+04	chr22	+	51304566	31402512	31406320	chr22-30390001-30400000	-	10000	1512	6599	2619/3500	74.8%	5087/10000	50.9%
8.241600e+04	chr22	+	51304566	31812060	31816014	chr22-30390001-30400000	-	10000	2527	7531	2592/3518	73.7%	5004/10000	50.0%
9.136800e+04	chr22	+	51304566	32044359	32049045	chr22-30390001-30400000	-	10000	2456	7566	2924/4100	71.3%	5110/10000	51.1%
8.121600e+04	chr22	+	51304566	32062441	32066546	chr22-30390001-30400000	-	10000	1510	6599	2635/3717	70.9%	5089/10000	50.9%
9.636100e+04	chr22	+	51304566	32100957	32105825	chr22-30390001-30400000	-	10000	2473	7962	3080/4447	69.3%	5489/10000	54.9%
6.681100e+04	chr22	+	51304566	36795839	36801096	chr22-30390001-30400000	-	10000	4573	10000	3063/4523	67.7%	5427/10000	54.3%
4.538800e+04	chr22	+	51304566	38274303	38279342	chr22-30390001-30400000	-	10000	4738	10000	2816/4250	66.3%	5262/10000	52.6%
8.191600e+04	chr22	+	51304566	42198628	42203585	chr22-30390001-30400000	-	10000	2471	7565	2923/4219	69.3%	5094/10000	50.9%
1.049960e+05	chr22	+	51304566	42882478	42887093	chr22-30390001-30400000	-	10000	2472	7560	2932/4169	70.3%	5088/10000	50.9%
6.102900e+04	chr22	+	51304566	43123811	43129202	chr22-30390001-30400000	-	10000	1596	7566	3134/4759	65.9%	5970/10000	59.7%
6.001200e+04	chr22	+	51304566	50930500	50935214	chr22-30390001-30400000	-	10000	2472	7566	2733/3966	68.9%	5094/10000	50.9%
7.158900e+04	chr22	+	51304566	51029119	51034379	chr22-30390001-30400000	-	10000	1729	7566	3163/4705	67.2%	5837/10000	58.4%
5.241600e+04	chr22	+	51304566	20059841	20064281	chr22-30400001-30410000	+	10000	4819	10000	2623/3705	70.8%	5181/10000	51.8%
5.259300e+04	chr22	+	51304566	21440755	21445261	chr22-30400001-30410000	+	10000	4985	10000	2677/4141	64.6%	5015/10000	50.1%
4.612200e+04	chr22	+	51304566	21888099	21892438	chr22-30400001-30410000	+	10000	4985	10000	2575/3837	67.1%	5015/10000	50.1%
3.579900e+04	chr22	+	51304566	21906486	21912030	chr22-30400001-30410000	+	10000	4825	10000	2878/4416	65.2%	5175/10000	51.8%
7.318000e+04	chr22	+	51304566	22242914	22248129	chr22-30400001-30410000	+	10000	4988	10000	2962/4339	68.3%	5012/10000	50.1%
3.847400e+04	chr22	+	51304566	29813927	29819731	chr22-30400001-30410000	+	10000	4987	10000	2924/4507	64.9%	5013/10000	50.1%
7.594900e+04	chr22	+	51304566	30007988	30012161	chr22-30400001-30410000	+	10000	4987	10000	2694/3888	69.3%	5013/10000	50.1%
7.171400e+04	chr22	+	51304566	31936573	31941936	chr22-30400001-30410000	+	10000	4826	10000	2995/4437	67.5%	5174/10000	51.7%
9.234000e+05	chr22	+	51304566	32108928	32118896	chr22-30400001-30410000	+	10000	0	10000	9856/9953	99.0%	10000/10000	100.0%
7.301800e+04	chr22	+	51304566	39047376	39052010	chr22-30400001-30410000	+	10000	4986	10000	2827/4110	68.8%	5014/10000	50.1%
7.562300e+04	chr22	+	51304566	39056738	39061227	chr22-30400001-30410000	+	10000	4985	10000	2744/3938	69.7%	5015/10000	50.1%
6.027500e+04	chr22	+	51304566	40537775	40542628	chr22-30400001-30410000	+	10000	4985	10000	2762/4044	68.3%	5015/10000	50.1%
6.981300e+04	chr22	+	51304566	41155410	41160343	chr22-30400001-30410000	+	10000	4806	10000	2867/4258	67.3%	5194/10000	51.9%
6.549300e+04	chr22	+	51304566	41845799	41851059	chr22-30400001-30410000	+	10000	4785	10000	2949/4339	68.0%	5215/10000	52.1%
7.735200e+04	chr22	+	51304566	41850617	41855232	chr22-30400001-30410000	+	10000	4825	10000	2778/4005	69.4%	5175/10000	51.8%
6.805500e+04	chr22	+	51304566	41941585	41946631	chr22-30400001-30410000	+	10000	4985	10000	2911/4301	67.7%	5015/10000	50.1%
1.051480e+05	chr22	+	51304566	43255692	43260844	chr22-30400001-30410000	+	10000	4784	10000	3182/4561	69.8%	5216/10000	52.2%
7.907700e+04	chr22	+	51304566	18083933	18088317	chr22-30400001-30410000	-	10000	0	5015	2827/4079	69.3%	5015/10000	50.1%
7.438500e+04	chr22	+	51304566	20034276	20039434	chr22-30400001-30410000	-	10000	0	5219	3055/4525	67.5%	5219/10000	52.2%
5.245300e+04	chr22	+	51304566	21750411	21755339	chr22-30400001-30410000	-	10000	0	5015	2760/4169	66.2%	5015/10000	50.1%
5.247700e+04	chr22	+	51304566	21762722	21766547	chr22-30400001-30410000	-	10000	0	5015	2450/3616	67.8%	5015/10000	50.1%
8.100600e+04	chr22	+	51304566	22964191	22969936	chr22-30400001-30410000	-	10000	0	5178	3109/4472	69.5%	5178/10000	51.8%
7.088300e+04	chr22	+	51304566	24594487	24599883	chr22-30400001-30410000	-	10000	0	5192	3038/4438	68.5%	5192/10000	51.9%
8.103000e+04	chr22	+	51304566	25033606	25038992	chr22-30400001-30410000	-	10000	0	5183	3019/4345	69.5%	5183/10000	51.8%
6.477200e+04	chr22	+	51304566	31800171	31804759	chr22-30400001-30410000	-	10000	0	5015	2738/3959	69.2%	5015/10000	50.1%
8.059500e+04	chr22	+	51304566	31807922	31813075	chr22-30400001-30410000	-	10000	0	5189	2971/4298	69.1%	5189/10000	51.9%
8.000200e+04	chr22	+	51304566	35790054	35795255	chr22-30400001-30410000	-	10000	0	5015	3003/4385	68.5%	5015/10000	50.1%
5.614500e+04	chr22	+	51304566	41399327	41404607	chr22-30400001-30410000	-	10000	0	5016	2861/4156	68.8%	5016/10000	50.2%
5.417000e+04	chr22	+	51304566	41401518	41406650	chr22-30400001-30410000	-	10000	0	5174	2914/4436	65.7%	5174/10000	51.7%
7.329000e+04	chr22	+	51304566	41428867	41433746	chr22-30400001-30410000	-	10000	0	5155	2855/4345	65.7%	5155/10000	51.5%
8.317900e+04	chr22	+	51304566	41453388	41459307	chr22-30400001-30410000	-	10000	0	5194	3179/4654	68.3%	5194/10000	51.9%
2.976100e+04	chr22	+	51304566	41664502	41669797	chr22-30400001-30410000	-	10000	0	5190	2840/4444	63.9%	5190/10000	51.9%
6.136700e+04	chr22	+	51304566	50807415	50813369	chr22-30400001-30410000	-	10000	0	5195	3095/4625	66.9%	5195/10000	52.0%
7.981000e+04	chr22	+	51304566	17754577	17758974	chr22-30410001-30420000	+	10000	2237	7396	2759/3942	70.0%	5159/10000	51.6%
7.230700e+04	chr22	+	51304566	17832703	17837407	chr22-30410001-30420000	+	10000	1512	6646	2880/4164	69.2%	5134/10000	51.3%
6.609200e+04	chr22	+	51304566	21390303	21395085	chr22-30410001-30420000	+	10000	3322	8721	2905/4389	66.2%	5399/10000	54.0%
8.797500e+04	chr22	+	51304566	21440759	21446475	chr22-30410001-30420000	+	10000	1524	7599	3455/5023	68.8%	6075/10000	60.8%
8.417800e+04	chr22	+	51304566	21916661	21921751	chr22-30410001-30420000	+	10000	1524	6643	3025/4428	68.3%	5119/10000	51.2%
6.120000e+04	chr22	+	51304566	21929574	21934075	chr22-30410001-30420000	+	10000	2222	7283	2692/3966	67.9%	5061/10000	50.6%
8.506300e+04	chr22	+	51304566	31907634	31911053	chr22-30410001-30420000	+	10000	1519	6642	2490/3299	75.5%	5123/10000	51.2%
9.254590e+05	chr22	+	51304566	32118896	32128860	chr22-30410001-30420000	+	10000	0	10000	9858/9950	99.1%	10000/10000	100.0%
5.643000e+04	chr22	+	51304566	36487495	36491858	chr22-30410001-30420000	+	10000	2237	7590	2785/4084	68.2%	5353/10000	53.5%
6.773000e+04	chr22	+	51304566	38094363	38098959	chr22-30410001-30420000	+	10000	1519	6658	2804/4148	67.6%	5139/10000	51.4%
6.762900e+04	chr22	+	51304566	38097838	38102792	chr22-30410001-30420000	+	10000	2222	7595	2907/4403	66.0%	5373/10000	53.7%
6.113300e+04	chr22	+	51304566	41664262	41669790	chr22-30410001-30420000	+	10000	1527	7599	3201/4683	68.4%	6072/10000	60.7%
7.519500e+04	chr22	+	51304566	46697384	46702382	chr22-30410001-30420000	+	10000	1524	6648	2961/4278	69.2%	5124/10000	51.2%
7.825600e+04	chr22	+	51304566	21907329	21912946	chr22-30410001-30420000	-	10000	2391	8487	3369/5030	67.0%	6096/10000	61.0%
9.346100e+04	chr22	+	51304566	29157951	29163912	chr22-30410001-30420000	-	10000	2404	7778	3358/4918	68.3%	5374/10000	53.7%
5.853200e+04	chr22	+	51304566	29814486	29820192	chr22-30410001-30420000	-	10000	2401	8483	3304/4998	66.1%	6082/10000	60.8%
7.679700e+04	chr22	+	51304566	32069753	32075589	chr22-30410001-30420000	-	10000	2398	7766	3154/4672	67.5%	5368/10000	53.7%
8.195800e+04	chr22	+	51304566	38736297	38739921	chr22-30410001-30420000	-	10000	2719	7763	2553/3501	72.9%	5044/10000	50.4%
6.768700e+04	chr22	+	51304566	41156036	41160584	chr22-30410001-30420000	-	10000	2376	7763	2848/4123	69.1%	5387/10000	53.9%
7.397900e+04	chr22	+	51304566	42247489	42253104	chr22-30410001-30420000	-	10000	2708	8491	3303/4837	68.3%	5783/10000	57.8%
8.723000e+04	chr22	+	51304566	21265695	21270544	chr22-30420001-30430000	+	10000	0	5183	2967/4213	70.4%	5183/10000	51.8%
8.005400e+04	chr22	+	51304566	29255225	29260139	chr22-30420001-30430000	+	10000	0	5183	2969/4437	66.9%	5183/10000	51.8%
8.286800e+04	chr22	+	51304566	32098713	32104150	chr22-30420001-30430000	+	10000	0	5181	3164/4737	66.8%	5181/10000	51.8%
9.149790e+05	chr22	+	51304566	32128860	32138830	chr22-30420001-30430000	+	10000	0	10000	9823/9942	98.8%	10000/10000	100.0%
7.691000e+04	chr22	+	51304566	41711256	41716367	chr22-30420001-30430000	+	10000	0	5196	2976/4473	66.5%	5196/10000	52.0%
1.125490e+05	chr22	+	51304566	42063804	42068629	chr22-30420001-30430000	+	10000	0	5182	3058/4102	74.5%	5182/10000	51.8%
2.802400e+04	chr22	+	51304566	29055265	29060290	chr22-30420001-30430000	-	10000	4825	10000	2737/4290	63.8%	5175/10000	51.8%
6.479400e+04	chr22	+	51304566	29254755	29258593	chr22-30420001-30430000	-	10000	4817	10000	2544/3671	69.3%	5183/10000	51.8%
6.534500e+04	chr22	+	51304566	29988445	29993402	chr22-30420001-30430000	-	10000	4819	10000	2898/4329	66.9%	5181/10000	51.8%
8.698100e+04	chr22	+	51304566	32096976	32102442	chr22-30420001-30430000	-	10000	4820	10000	3098/4528	68.4%	5180/10000	51.8%
6.330600e+04	chr22	+	51304566	41410178	41415071	chr22-30420001-30430000	-	10000	4817	10000	2848/4257	66.9%	5183/10000	51.8%
9.201930e+05	chr22	+	51304566	32138830	32148792	chr22-30430001-30440000	+	10000	0	10000	9841/9932	99.1%	10000/10000	100.0%
6.643600e+04	chr22	+	51304566	17518683	17523515	chr22-30440001-30450000	+	10000	4930	10000	2876/4307	66.8%	5070/10000	50.7%
7.963600e+04	chr22	+	51304566	17832249	17836934	chr22-30440001-30450000	+	10000	4944	10000	2886/4226	68.3%	5056/10000	50.6%
5.022800e+04	chr22	+	51304566	18134467	18140076	chr22-30440001-30450000	+	10000	4956	10000	2892/4415	65.5%	5044/10000	50.4%
7.230700e+04	chr22	+	51304566	18967870	18973983	chr22-30440001-30450000	+	10000	3819	10000	3492/5265	66.3%	6181/10000	61.8%
1.198700e+05	chr22	+	51304566	21748191	21755063	chr22-30440001-30450000	+	10000	3068	10000	4057/5924	68.5%	6932/10000	69.3%
5.706700e+04	chr22	+	51304566	21914716	21921612	chr22-30440001-30450000	+	10000	3037	10000	3775/5931	63.6%	6963/10000	69.6%
